user_id,signup_date,country,city,platform,acquisition_channel,age_group,experiment_group,first_device_type
U00669,2024-12-10,France,Paris,Android,Paid Social,18-24,treatment,Android
U00670,2024-11-24,Netherlands,Amsterdam,Android,Paid Social,25-34,treatment,Android
U00671,2024-10-10,Netherlands,Amsterdam,Web,Paid Search,25-34,control,Web
U00672,2024-12-06,Netherlands,Amsterdam,iOS,Referral,55+,treatment,iOS
U00673,2024-05-14,Netherlands,Amsterdam,iOS,Referral,55+,control,iOS
U00674,2025-04-06,Spain,Barcelona,Android,Paid Social,45-54,treatment,Android
U00675,2025-02-06,Austria,Vienna,iOS,Paid Search,25-34,control,iOS
U00676,2024-10-03,Netherlands,Amsterdam,Android,Direct,18-24,treatment,Android
U00677,2025-02-02,Germany,Hamburg,Web,Paid Social,,treatment,Web
U00678,2024-01-05,France,Paris,iOS,Paid Social,25-34,control,iOS
U00679,2024-05-04,Austria,Vienna,Web,Paid Search,18-24,treatment,Web
U00680,2024-02-05,Netherlands,Amsterdam,iOS,Organic,55+,control,iOS
U00681,2024-05-07,Netherlands,Amsterdam,Android,Referral,35-44,treatment,Android
U00682,2025-03-15,Germany,Munich,iOS,Organic,45-54,control,iOS
U00683,2024-11-11,France,Paris,Android,Paid Search,55+,control,Android
U00684,2025-04-28,Germany,Hamburg,Android,Paid Search,18-24,control,Android
U00685,2025-01-17,Netherlands,Amsterdam,Android,Paid Social,25-34,treatment,Android
U00686,2025-03-08,Netherlands,Amsterdam,iOS,Organic,18-24,treatment,iOS
U00687,2025-02-15,Netherlands,Amsterdam,Web,Paid Social,18-24,control,Web
U00688,2024-11-15,Germany,Munich,iOS,Paid Search,25-34,treatment,iOS
U00689,2024-06-10,Austria,Vienna,Android,Organic,25-34,control,Android
U00690,2024-06-21,Spain,Barcelona,Android,Paid Search,25-34,treatment,Android
U00691,2024-08-24,France,Paris,iOS,Paid Search,55+,control,iOS
U00692,2025-01-24,Spain,Madrid,Android,Organic,18-24,control,Android
U00693,2024-01-18,Netherlands,Amsterdam,Android,Organic,25-34,control,Android
U00694,2024-07-13,Germany,Hamburg,iOS,Organic,25-34,control,iOS
U00695,2024-01-20,Spain,Madrid,Android,Paid Search,35-44,treatment,Android
U00696,2025-01-13,Spain,Barcelona,iOS,Paid Search,35-44,treatment,iOS
U00697,2025-02-01,Netherlands,Amsterdam,Android,Paid Search,35-44,treatment,Android
U00698,2024-05-15,Germany,Berlin,iOS,Paid Search,18-24,control,iOS
U00699,2024-02-10,Spain,Madrid,iOS,Organic,55+,treatment,iOS
U00700,2024-03-19,Spain,Barcelona,Web,Organic,35-44,treatment,Web
U00701,2024-03-21,Spain,Madrid,Android,Paid Search,35-44,control,Android
U00702,2025-01-30,Germany,Berlin,Web,Partnership,45-54,treatment,Web
U00703,2025-03-25,Austria,Vienna,iOS,Paid Social,35-44,treatment,iOS
U00704,2025-04-15,Germany,Hamburg,Android,Paid Search,18-24,treatment,Android
U00705,2024-05-17,Netherlands,Amsterdam,Android,Referral,35-44,treatment,Android
U00706,2025-04-30,France,Paris,Web,Organic,18-24,control,Web
U00707,2025-02-11,Netherlands,Amsterdam,Android,Partnership,18-24,control,Android
U00708,2024-01-13,Spain,Barcelona,Android,Organic,18-24,treatment,Android
U00709,2024-07-29,Germany,Hamburg,iOS,Paid Search,25-34,control,iOS
U00710,2025-01-10,France,Paris,iOS,Organic,25-34,treatment,iOS
U00711,2024-11-06,Netherlands,Amsterdam,iOS,Referral,18-24,control,iOS
U00712,2024-03-11,Germany,Berlin,Web,Referral,55+,control,Web
U00713,2025-01-29,Netherlands,Amsterdam,iOS,Referral,25-34,control,iOS
U00714,2024-12-03,Netherlands,Amsterdam,iOS,Paid Social,25-34,treatment,iOS
U00715,2025-01-17,Spain,Madrid,Android,Paid Search,45-54,control,Android
U00716,2024-11-16,Spain,Barcelona,Android,Paid Social,35-44,treatment,Android
U00717,2024-12-30,Spain,Barcelona,Web,Partnership,25-34,treatment,iOS
U00718,2024-04-18,Netherlands,Amsterdam,iOS,Paid Search,35-44,control,iOS
U00719,2024-04-17,Austria,Vienna,Web,Partnership,25-34,treatment,Web
U00720,2024-05-28,France,Paris,Android,Paid Search,45-54,control,Android
U00721,2024-05-12,Germany,Hamburg,iOS,Direct,25-34,treatment,iOS
U00722,2024-06-07,Germany,Munich,Android,Partnership,45-54,treatment,Android
U00723,2024-06-10,Germany,Berlin,Android,Paid Social,35-44,treatment,Android
U00724,2025-01-06,Germany,Berlin,iOS,Organic,25-34,treatment,iOS
U00725,2024-08-19,Spain,Madrid,iOS,Paid Social,55+,treatment,iOS
U00726,2024-08-13,France,Paris,iOS,Direct,25-34,control,iOS
U00727,2024-12-14,Spain,Madrid,Web,Partnership,25-34,treatment,Web
U00728,2024-01-13,Spain,Barcelona,Android,Paid Search,35-44,control,Android
U00729,2024-12-12,Germany,Munich,Android,Paid Search,18-24,control,Android
U00730,2024-07-23,Germany,Berlin,iOS,Partnership,35-44,control,iOS
U00731,2024-10-16,Germany,Munich,iOS,Partnership,55+,control,iOS
U00732,2024-11-03,Netherlands,Amsterdam,Web,Referral,35-44,treatment,Web
U00733,2024-05-27,Germany,Berlin,Android,Organic,55+,control,Android
U00734,2025-01-09,France,Paris,iOS,Organic,,treatment,iOS
U00735,2025-04-11,Germany,Munich,Android,Direct,35-44,control,Android
U00736,2024-10-08,Austria,Vienna,Android,Referral,55+,control,Android
U00737,2025-02-19,Spain,Barcelona,iOS,Paid Search,35-44,treatment,iOS
U00738,2025-01-03,Germany,Munich,Android,Partnership,18-24,control,Android
U00739,2024-10-28,Spain,Madrid,iOS,Partnership,18-24,treatment,iOS
U00740,2024-10-08,Austria,Vienna,iOS,Paid Search,45-54,control,iOS
U00741,2024-02-17,Netherlands,Amsterdam,iOS,Organic,,control,iOS
U00742,2024-03-04,Germany,Hamburg,Web,Partnership,25-34,control,Web
U00743,2024-01-26,Germany,Hamburg,Android,Paid Social,18-24,treatment,Android
U00744,2024-01-01,Germany,Berlin,iOS,Partnership,18-24,treatment,iOS
U00745,2024-10-13,Austria,Vienna,Android,Referral,25-34,treatment,Android
U00746,2024-04-13,Netherlands,Amsterdam,iOS,Referral,45-54,treatment,iOS
U00747,2025-05-02,France,Paris,iOS,Paid Search,18-24,control,iOS
U00748,2024-01-07,Germany,Munich,Android,Partnership,25-34,treatment,Android
U00749,2024-11-29,Netherlands,Amsterdam,Android,Paid Search,35-44,control,Android
U00750,2024-05-03,France,Paris,Android,Paid Social,25-34,treatment,Android
U00751,2024-10-30,Netherlands,Amsterdam,iOS,Paid Search,35-44,control,iOS
U00752,2024-05-20,Netherlands,Amsterdam,Android,Organic,35-44,treatment,Android
U00753,2024-05-04,Austria,Vienna,Web,Organic,45-54,treatment,iOS
U00754,2024-10-24,Germany,Berlin,Web,Organic,18-24,treatment,Web
U00755,2025-01-13,Spain,Madrid,iOS,Referral,55+,treatment,iOS
U00756,2025-04-25,France,Paris,iOS,Direct,45-54,control,iOS
U00757,2024-12-13,Spain,Madrid,Android,Organic,35-44,treatment,Android
U00758,2025-04-06,France,Paris,iOS,Direct,45-54,control,iOS
U00759,2024-09-12,Spain,Barcelona,iOS,Referral,25-34,treatment,iOS
U00760,2024-04-28,Netherlands,Amsterdam,iOS,Direct,55+,treatment,iOS
U00761,2024-03-15,France,Paris,iOS,Paid Social,18-24,control,iOS
U00762,2024-06-10,Germany,Berlin,Android,Paid Social,25-34,treatment,Android
U00763,2024-10-05,Germany,Berlin,iOS,Referral,18-24,treatment,iOS
U00764,2024-05-28,Spain,Barcelona,Android,Organic,35-44,treatment,Android
U00765,2024-09-22,Spain,Barcelona,iOS,Referral,25-34,treatment,iOS
U00766,2024-03-11,Spain,Madrid,iOS,Organic,,control,iOS
U00767,2025-05-07,Netherlands,Amsterdam,Android,Organic,25-34,treatment,Android
U00768,2025-02-09,Spain,Madrid,Android,Paid Search,35-44,treatment,Android
U00769,2024-08-08,Spain,Barcelona,Android,Referral,18-24,treatment,Android
U00770,2025-04-22,Netherlands,Amsterdam,iOS,Partnership,18-24,treatment,iOS
U00771,2024-07-20,Spain,Barcelona,iOS,Paid Social,35-44,control,iOS
U00772,2024-01-03,France,Paris,Android,Organic,18-24,control,Android
U00773,2024-09-08,Germany,Hamburg,iOS,Organic,18-24,control,iOS
U00774,2024-04-30,France,Paris,iOS,Partnership,,control,iOS
U00775,2024-07-05,Spain,Barcelona,Android,Referral,25-34,treatment,Android
U00776,2024-08-18,Spain,Barcelona,iOS,Organic,35-44,treatment,iOS
U00777,2025-02-08,France,Paris,Android,Organic,55+,control,Android
U00778,2025-05-03,France,Paris,iOS,Referral,25-34,treatment,iOS
U00779,2025-02-15,Netherlands,Amsterdam,Android,Referral,18-24,treatment,Android
U00780,2024-11-16,Spain,Barcelona,iOS,Paid Search,18-24,control,iOS
U00781,2024-01-29,Germany,Berlin,iOS,Paid Search,18-24,treatment,iOS
U00782,2024-06-20,Netherlands,Amsterdam,iOS,Paid Search,35-44,treatment,iOS
U00783,2024-07-29,France,Paris,Android,Paid Search,25-34,treatment,Android
U00784,2024-09-13,Netherlands,Amsterdam,Android,Organic,18-24,treatment,Android
U00785,2025-02-23,Spain,Madrid,iOS,Paid Search,18-24,treatment,iOS
U00786,2024-12-21,Spain,Madrid,Android,Organic,25-34,treatment,Android
U00787,2025-02-16,Germany,Munich,Android,Organic,18-24,treatment,Android
U00788,2024-11-20,Austria,Vienna,iOS,Partnership,35-44,control,iOS
U00789,2024-09-30,France,Paris,Android,Referral,35-44,control,Android
U00790,2024-10-01,Netherlands,Amsterdam,iOS,Partnership,18-24,treatment,iOS
U00791,2024-02-24,France,Paris,iOS,Paid Social,35-44,control,iOS
U00792,2024-02-07,Netherlands,Amsterdam,Android,Organic,45-54,control,Android
U00793,2024-04-10,Spain,Madrid,iOS,Organic,45-54,treatment,iOS
U00794,2025-01-08,Spain,Barcelona,iOS,Paid Search,25-34,control,iOS
U00795,2024-11-28,Germany,Hamburg,Android,Referral,18-24,control,Android
U00796,2024-01-06,Germany,Munich,Web,Paid Social,35-44,treatment,Web
U00797,2024-03-11,Austria,Vienna,iOS,Paid Search,18-24,control,iOS
U00798,2024-03-19,Austria,Vienna,Web,Organic,25-34,treatment,iOS
U00799,2024-03-26,Germany,Munich,iOS,Paid Search,55+,control,iOS
U00800,2024-12-19,Netherlands,Amsterdam,iOS,Direct,55+,treatment,iOS
U00801,2024-11-15,Spain,Madrid,iOS,Direct,,control,iOS
U00802,2024-07-13,Netherlands,Amsterdam,Web,Partnership,25-34,control,Web
U00803,2024-09-20,France,Paris,iOS,Referral,18-24,treatment,iOS
U00804,2024-03-07,France,Paris,Android,Referral,35-44,control,Android
U00805,2025-03-12,Netherlands,Amsterdam,iOS,Direct,18-24,treatment,iOS
U00806,2024-06-13,France,Paris,Android,Paid Search,25-34,control,Android
U00807,2024-08-14,Austria,Vienna,iOS,Organic,18-24,control,iOS
U00808,2024-08-07,Germany,Munich,Android,Partnership,25-34,treatment,Android
U00809,2024-09-17,Germany,Munich,Web,Organic,18-24,treatment,Web
U00810,2024-09-01,Netherlands,Amsterdam,iOS,Referral,18-24,control,iOS
U00811,2025-01-04,Germany,Munich,Android,Paid Search,45-54,control,Android
U00812,2024-04-16,Spain,Madrid,iOS,Organic,18-24,control,iOS
U00813,2025-01-26,Germany,Hamburg,Web,Organic,35-44,treatment,Web
U00814,2024-05-09,Germany,Munich,iOS,Organic,,treatment,iOS
U00815,2024-12-16,France,Paris,Android,Paid Social,35-44,treatment,Android
U00816,2025-01-17,Austria,Vienna,iOS,Referral,25-34,control,iOS
U00817,2024-06-18,Austria,Vienna,Android,Organic,25-34,treatment,Android
U00818,2024-06-02,France,Paris,iOS,Paid Search,45-54,treatment,iOS
U00819,2024-05-26,Netherlands,Amsterdam,iOS,Referral,45-54,control,iOS
U00820,2025-05-08,Netherlands,Amsterdam,Android,Paid Search,55+,control,Android
U00821,2025-01-13,France,Paris,iOS,Organic,35-44,control,iOS
U00822,2024-08-06,Spain,Madrid,Android,Organic,35-44,control,Android
U00823,2024-09-18,Austria,Vienna,Android,Paid Social,25-34,control,Android
U00824,2024-12-01,France,Paris,Android,Organic,18-24,treatment,Android
U00825,2024-06-02,France,Paris,iOS,Partnership,25-34,control,iOS
U00826,2024-09-24,Netherlands,Amsterdam,Android,Paid Social,35-44,treatment,Android
U00827,2024-09-07,Spain,Barcelona,Web,Organic,18-24,control,Web
U00828,2025-03-05,Spain,Madrid,iOS,Referral,35-44,treatment,iOS
U00829,2024-11-20,Spain,Madrid,iOS,Organic,25-34,treatment,iOS
U00830,2024-04-10,Netherlands,Amsterdam,Android,Paid Social,25-34,control,Android
U00831,2025-05-03,Germany,Berlin,Android,Organic,18-24,control,Android
U00832,2024-11-10,Germany,Munich,iOS,Paid Search,25-34,control,iOS
U00833,2025-04-05,Spain,Madrid,Android,Organic,45-54,control,Android
U00834,2024-12-20,Netherlands,Amsterdam,Android,Organic,25-34,treatment,Android
U00835,2024-08-22,Germany,Berlin,iOS,Organic,35-44,treatment,iOS
U00836,2025-03-25,France,Paris,iOS,Referral,35-44,treatment,iOS
U00837,2024-08-13,France,Paris,iOS,Partnership,45-54,treatment,iOS
U00838,2024-11-05,Netherlands,Amsterdam,Android,Paid Social,,treatment,Android
U00839,2024-03-25,Germany,Berlin,Android,Paid Social,55+,treatment,Android
U00840,2024-09-12,Germany,Munich,Android,Organic,25-34,control,Android
U00841,2024-01-31,Spain,Madrid,iOS,Referral,25-34,treatment,iOS
U00842,2025-01-21,Germany,Berlin,Web,Paid Search,18-24,treatment,Web
U00843,2024-03-28,France,Paris,iOS,Direct,35-44,control,iOS
U00844,2024-05-07,Germany,Berlin,Android,Paid Search,25-34,control,Android
U00845,2024-06-01,France,Paris,Android,Paid Search,45-54,control,Android
U00846,2025-05-04,Netherlands,Amsterdam,iOS,Organic,25-34,treatment,iOS
U00847,2024-12-17,Austria,Vienna,iOS,Paid Social,55+,control,iOS
U00848,2025-03-05,Germany,Berlin,Android,Organic,25-34,treatment,Android
U00849,2024-06-04,Netherlands,Amsterdam,Android,Referral,55+,control,Android
U00850,2024-08-11,France,Paris,iOS,Paid Search,25-34,treatment,iOS
U00851,2025-02-04,Germany,Munich,Android,Paid Search,18-24,control,Android
U00852,2025-01-11,Spain,Barcelona,iOS,Paid Search,25-34,treatment,iOS
U00853,2024-08-29,France,Paris,Web,Paid Social,18-24,treatment,iOS
U00854,2024-03-12,Netherlands,Amsterdam,iOS,Paid Social,55+,treatment,iOS
U00855,2024-07-29,Germany,Hamburg,Android,Referral,18-24,control,Android
U00856,2024-08-27,France,Paris,Android,Organic,35-44,control,Android
U00857,2024-06-08,Netherlands,Amsterdam,iOS,Referral,35-44,control,iOS
U00858,2024-11-19,Germany,Munich,Android,Partnership,25-34,treatment,Android
U00859,2024-04-02,Germany,Berlin,iOS,Referral,35-44,control,iOS
U00860,2025-04-12,Netherlands,Amsterdam,Android,Paid Search,35-44,control,Android
U00861,2025-01-29,France,Paris,Android,Paid Social,55+,treatment,Android
U00862,2024-01-31,Spain,Barcelona,Android,Paid Social,25-34,control,Android
U00863,2025-05-10,Germany,Berlin,Android,Referral,25-34,treatment,Android
U00864,2024-11-02,Spain,Madrid,iOS,Referral,18-24,treatment,iOS
U00865,2024-12-29,Netherlands,Amsterdam,Android,Organic,45-54,treatment,Android
U00866,2025-02-15,Spain,Barcelona,Android,Partnership,25-34,treatment,Android
U00867,2024-05-14,Spain,Madrid,iOS,Organic,35-44,control,iOS
U00868,2024-12-24,Spain,Barcelona,iOS,Referral,18-24,treatment,iOS
U00869,2024-05-26,Germany,Munich,iOS,Partnership,25-34,treatment,iOS
U00870,2024-06-05,Austria,Vienna,Android,Organic,18-24,control,Android
U00871,2024-11-23,France,Paris,Web,Paid Search,35-44,control,Web
U00872,2024-10-07,France,Paris,Web,Paid Search,25-34,treatment,Web
U00873,2025-04-06,Netherlands,Amsterdam,Web,Paid Search,25-34,treatment,Web
U00874,2024-07-01,Netherlands,Amsterdam,Web,Direct,55+,control,Web
U00875,2025-01-23,Spain,Barcelona,Web,Paid Social,25-34,treatment,Web
U00876,2024-06-18,Spain,Barcelona,iOS,Organic,18-24,control,iOS
U00877,2024-03-31,France,Paris,Android,Paid Search,35-44,treatment,Android
U00878,2024-03-01,France,Paris,Android,Paid Search,45-54,treatment,Android
U00879,2024-10-04,Germany,Hamburg,Android,Paid Search,55+,treatment,Android
U00880,2024-07-17,Austria,Vienna,iOS,Direct,25-34,treatment,iOS
U00881,2024-03-06,Netherlands,Amsterdam,iOS,Paid Social,45-54,control,iOS
U00882,2024-01-24,Austria,Vienna,Android,Organic,25-34,control,Android
U00883,2024-03-01,France,Paris,iOS,Paid Search,25-34,control,iOS
U00884,2025-01-13,Germany,Munich,Android,Referral,18-24,control,Android
U00885,2024-12-15,Germany,Hamburg,Android,Paid Search,18-24,control,Android
U00886,2025-03-11,Spain,Madrid,iOS,Referral,25-34,control,iOS
U00887,2024-06-10,Germany,Hamburg,iOS,Paid Search,35-44,treatment,iOS
U00888,2024-05-21,Germany,Berlin,iOS,Direct,35-44,treatment,iOS
U00889,2024-09-14,Germany,Munich,iOS,Referral,18-24,control,iOS
U00890,2025-03-30,Germany,Munich,Web,Organic,25-34,treatment,Web
U00891,2024-12-31,Netherlands,Amsterdam,iOS,Referral,45-54,treatment,iOS
U00892,2024-06-29,Germany,Berlin,Android,Partnership,18-24,treatment,Android
U00893,2025-03-21,Netherlands,Amsterdam,Android,Organic,18-24,control,Android
U00894,2024-11-20,Spain,Madrid,Android,Organic,35-44,control,Android
U00895,2024-09-19,Netherlands,Amsterdam,iOS,Paid Social,18-24,control,iOS
U00896,2024-02-01,France,Paris,iOS,Partnership,35-44,control,iOS
U00897,2024-09-08,Netherlands,Amsterdam,Android,Paid Search,25-34,control,Android
U00898,2024-12-21,Germany,Hamburg,iOS,Paid Search,25-34,treatment,iOS
U00899,2024-01-25,Netherlands,Amsterdam,iOS,Organic,25-34,treatment,iOS
U00900,2025-01-19,Austria,Vienna,iOS,Paid Social,25-34,treatment,iOS
U00901,2024-12-16,Austria,Vienna,iOS,Paid Social,25-34,treatment,iOS
U00902,2024-04-02,France,Paris,Android,Paid Social,25-34,control,Android
U00903,2024-06-24,Germany,Berlin,iOS,Referral,25-34,control,iOS
U00904,2024-01-23,France,Paris,Web,Paid Social,55+,control,iOS
U00905,2024-04-08,Netherlands,Amsterdam,Android,Referral,18-24,treatment,Android
U00906,2024-11-08,Spain,Barcelona,Web,Organic,18-24,control,Web
U00907,2025-02-14,France,Paris,iOS,Paid Search,18-24,control,iOS
U00908,2024-08-18,Germany,Hamburg,Android,Paid Search,25-34,treatment,Android
U00909,2024-08-02,France,Paris,Android,Partnership,35-44,treatment,Android
U00910,2024-07-27,Netherlands,Amsterdam,iOS,Paid Social,18-24,control,iOS
U00911,2024-09-12,France,Paris,Web,Referral,18-24,control,Android
U00912,2024-01-18,Netherlands,Amsterdam,Android,Paid Social,25-34,control,Android
U00913,2024-06-20,Germany,Berlin,iOS,Referral,25-34,treatment,iOS
U00914,2024-01-27,Germany,Hamburg,Web,Organic,25-34,treatment,Web
U00915,2024-12-14,Germany,Hamburg,iOS,Organic,18-24,treatment,iOS
U00916,2024-09-17,Germany,Munich,Web,Partnership,25-34,control,iOS
U00917,2024-09-24,Austria,Vienna,Android,Paid Social,25-34,treatment,Android
U00918,2024-05-16,France,Paris,Android,Organic,25-34,treatment,Android
U00919,2024-09-20,Germany,Munich,Web,Referral,18-24,treatment,Web
U00920,2024-03-23,Spain,Barcelona,Android,Referral,45-54,control,Android
U00921,2024-05-18,Netherlands,Amsterdam,iOS,Partnership,35-44,treatment,iOS
U00922,2024-12-24,Spain,Madrid,iOS,Organic,18-24,control,iOS
U00923,2024-10-04,France,Paris,Android,Organic,25-34,treatment,Android
U00924,2024-04-28,France,Paris,Android,Organic,18-24,control,Android
U00925,2024-12-24,Spain,Madrid,iOS,Partnership,18-24,treatment,iOS
U00926,2025-03-31,Germany,Berlin,Android,Organic,35-44,control,Android
U00927,2024-12-04,Spain,Madrid,Android,Paid Search,18-24,control,Android
U00928,2024-09-09,Spain,Barcelona,Android,Referral,45-54,treatment,Android
U00929,2024-04-18,Austria,Vienna,iOS,Partnership,25-34,treatment,iOS
U00930,2025-01-16,France,Paris,Android,Paid Search,25-34,treatment,Android
U00931,2024-08-26,Spain,Barcelona,Android,Organic,18-24,treatment,Android
U00932,2025-04-28,France,Paris,Android,Organic,25-34,treatment,Android
U00933,2025-02-28,Netherlands,Amsterdam,Android,Referral,45-54,treatment,Android
U00934,2025-01-01,Spain,Barcelona,Android,Paid Social,18-24,control,Android
U00935,2024-10-02,Germany,Berlin,Android,Paid Search,18-24,control,Android
U00936,2024-04-07,Germany,Munich,Android,Partnership,45-54,control,Android
U00937,2024-01-15,France,Paris,iOS,Organic,25-34,treatment,iOS
U00938,2025-03-29,Austria,Vienna,iOS,Paid Social,25-34,control,iOS
U00939,2024-07-08,Germany,Munich,Android,Paid Search,35-44,control,Android
U00940,2024-02-11,Spain,Madrid,Android,Paid Social,18-24,control,Android
U00941,2024-09-03,Netherlands,Amsterdam,Android,Paid Search,25-34,control,Android
U00942,2024-09-17,Spain,Barcelona,iOS,Partnership,55+,treatment,iOS
U00943,2024-12-22,Spain,Barcelona,Android,Paid Search,35-44,treatment,Android
U00944,2024-08-09,Spain,Barcelona,iOS,Partnership,25-34,treatment,iOS
U00945,2024-06-12,Spain,Barcelona,Android,Paid Social,18-24,control,Android
U00946,2024-11-05,Spain,Barcelona,Android,Direct,55+,treatment,Android
U00947,2025-03-23,Germany,Berlin,Android,Referral,18-24,control,Android
U00948,2025-04-21,Spain,Madrid,iOS,Paid Search,55+,treatment,iOS
U00949,2024-12-18,Germany,Berlin,iOS,Organic,25-34,control,iOS
U00950,2024-04-10,France,Paris,iOS,Paid Social,45-54,treatment,iOS
U00951,2025-01-07,Spain,Madrid,Android,Referral,35-44,control,Android
U00952,2024-09-01,Germany,Hamburg,Android,Partnership,35-44,treatment,Android
U00953,2024-11-13,Germany,Hamburg,iOS,Paid Search,25-34,treatment,iOS
U00954,2024-07-24,Germany,Munich,Android,Organic,35-44,control,Android
U00955,2025-04-17,Germany,Hamburg,iOS,Organic,25-34,control,iOS
U00956,2025-02-09,Germany,Berlin,iOS,Organic,18-24,treatment,iOS
U00957,2024-07-22,Germany,Munich,Android,Paid Social,25-34,control,Android
U00958,2024-08-14,Spain,Madrid,Web,Organic,45-54,control,Web
U00959,2024-10-09,Austria,Vienna,iOS,Paid Social,35-44,control,iOS
U00960,2024-06-19,Austria,Vienna,Android,Paid Social,25-34,treatment,Android
U00961,2024-07-11,Spain,Madrid,Android,Referral,25-34,control,Android
U00962,2024-04-12,Spain,Barcelona,iOS,Referral,35-44,control,iOS
U00963,2024-07-02,Germany,Hamburg,iOS,Paid Social,55+,treatment,iOS
U00964,2024-12-06,France,Paris,Android,Paid Social,18-24,treatment,Android
U00965,2024-07-14,Austria,Vienna,iOS,Partnership,35-44,control,iOS
U00966,2024-02-21,Austria,Vienna,iOS,Paid Search,25-34,control,iOS
U00967,2024-06-21,Austria,Vienna,Android,Organic,55+,treatment,Android
U00968,2024-03-29,Austria,Vienna,Android,Partnership,25-34,treatment,Android
U00969,2024-03-17,Austria,Vienna,iOS,Paid Search,35-44,treatment,iOS
U00970,2024-02-22,France,Paris,Android,Organic,,treatment,Android
U00971,2024-04-03,Germany,Munich,Android,Paid Social,45-54,treatment,Android
U00972,2024-03-11,Austria,Vienna,Android,Direct,35-44,control,Android
U00973,2024-07-11,Germany,Munich,iOS,Organic,18-24,treatment,iOS
U00974,2024-08-16,Spain,Madrid,iOS,Paid Search,25-34,treatment,iOS
U00975,2024-01-31,Austria,Vienna,Web,Referral,35-44,treatment,iOS
U00976,2024-12-17,France,Paris,iOS,Organic,45-54,treatment,iOS
U00977,2024-11-22,France,Paris,Android,Paid Social,25-34,treatment,Android
U00978,2024-11-03,France,Paris,Android,Organic,25-34,control,Android
U00979,2024-01-24,Germany,Berlin,iOS,Partnership,18-24,control,iOS
U00980,2024-05-26,Germany,Hamburg,Web,Direct,25-34,control,Web
U00981,2024-11-25,Spain,Barcelona,Android,Direct,18-24,control,Android
U00982,2024-07-08,Austria,Vienna,Android,Paid Social,25-34,control,Android
U00983,2025-03-03,Spain,Madrid,Android,Paid Search,25-34,control,Android
U00984,2024-11-17,Germany,Berlin,Android,Paid Search,18-24,control,Android
U00985,2024-02-21,France,Paris,Android,Paid Search,18-24,treatment,Android
U00986,2024-06-03,Spain,Barcelona,Web,Organic,45-54,control,Android
U00987,2025-03-27,Germany,Berlin,iOS,Organic,18-24,control,iOS
U00988,2024-07-30,Netherlands,Amsterdam,iOS,Paid Social,25-34,treatment,iOS
U00989,2024-11-19,Germany,Berlin,iOS,Organic,25-34,treatment,iOS
U00990,2024-04-13,Spain,Madrid,Android,Paid Social,35-44,treatment,Android
U00991,2025-01-21,Germany,Hamburg,iOS,Paid Search,,control,iOS
U00992,2025-02-02,France,Paris,iOS,Direct,35-44,control,iOS
U00993,2024-08-29,Germany,Berlin,iOS,Paid Social,35-44,control,iOS
U00994,2025-03-08,Germany,Munich,iOS,Referral,18-24,control,iOS
U00995,2024-04-16,Germany,Munich,Android,Organic,18-24,treatment,Android
U00996,2025-03-07,Netherlands,Amsterdam,iOS,Referral,35-44,control,iOS
U00997,2024-09-01,France,Paris,Android,Partnership,25-34,control,Android
U00998,2025-04-09,Germany,Hamburg,Android,Paid Social,45-54,control,Android
U00999,2024-12-13,Austria,Vienna,iOS,Organic,25-34,treatment,iOS
U01000,2024-03-31,Germany,Munich,Android,Paid Search,25-34,treatment,Android
U01001,2024-07-21,Germany,Hamburg,Android,Paid Search,35-44,control,Android
U01002,2024-09-11,France,Paris,iOS,Organic,25-34,control,iOS
U01003,2024-06-25,Spain,Madrid,Web,Paid Search,35-44,treatment,Android
U01004,2024-07-29,Germany,Berlin,Android,Referral,35-44,control,Android
U01005,2025-03-05,Austria,Vienna,Android,Referral,55+,treatment,Android
U01006,2025-04-06,Netherlands,Amsterdam,Android,Partnership,25-34,treatment,Android
U01007,2024-05-18,Spain,Barcelona,Web,Referral,35-44,treatment,Web
U01008,2024-06-17,Netherlands,Amsterdam,Web,Paid Search,18-24,control,Web
U01009,2024-05-21,Austria,Vienna,Web,Organic,25-34,control,Android
U01010,2025-01-01,France,Paris,iOS,Direct,25-34,treatment,iOS
U01011,2024-07-26,Germany,Munich,Web,Organic,35-44,control,Web
U01012,2024-02-29,Germany,Berlin,Android,Referral,25-34,treatment,Android
U01013,2025-02-09,Netherlands,Amsterdam,Android,Referral,25-34,treatment,Android
U01014,2024-03-19,Austria,Vienna,iOS,Paid Social,25-34,treatment,iOS
U01015,2024-07-23,Germany,Berlin,iOS,Organic,55+,control,iOS
U01016,2025-03-07,Germany,Hamburg,Android,Direct,25-34,control,Android
U01017,2024-03-29,Germany,Munich,Android,Paid Search,25-34,treatment,Android
U01018,2024-07-10,Germany,Hamburg,iOS,Referral,35-44,treatment,iOS
U01019,2025-03-18,Spain,Barcelona,iOS,Referral,18-24,control,iOS
U01020,2024-09-10,Spain,Madrid,Android,Paid Search,35-44,treatment,Android
U01021,2024-03-30,Spain,Barcelona,Web,Organic,25-34,treatment,iOS
U01022,2024-12-25,Germany,Hamburg,Android,Organic,25-34,control,Android
U01023,2024-06-29,Germany,Berlin,Android,Paid Social,45-54,control,Android
U01024,2024-03-05,Germany,Hamburg,Web,Paid Search,25-34,treatment,Web
U01025,2025-04-30,Germany,Munich,Android,Referral,55+,control,Android
U01026,2025-03-17,Spain,Madrid,iOS,Organic,35-44,control,iOS
