user_id,experiment_name,experiment_group,exposure_date,converted,conversion_date,days_to_conversion
U00810,simplified_booking_flow,control,2024-09-01,True,2024-10-28,57.0
U00811,simplified_booking_flow,control,2025-01-04,False,,
U00812,simplified_booking_flow,control,2024-04-16,False,,
U00813,simplified_booking_flow,treatment,2025-01-26,False,,
U00814,simplified_booking_flow,treatment,2024-05-09,False,,
U00815,simplified_booking_flow,treatment,2024-12-16,False,,
U00816,simplified_booking_flow,control,2025-01-17,False,,
U00817,simplified_booking_flow,treatment,2024-06-18,False,,
U00818,simplified_booking_flow,treatment,2024-06-02,False,,
U00819,simplified_booking_flow,control,2024-05-26,False,,
U00820,simplified_booking_flow,control,2025-05-08,False,,
U00821,simplified_booking_flow,control,2025-01-13,False,,
U00822,simplified_booking_flow,control,2024-08-06,True,2024-08-14,8.0
U00823,simplified_booking_flow,control,2024-09-18,False,,
U00824,simplified_booking_flow,treatment,2024-12-01,False,,
U00825,simplified_booking_flow,control,2024-06-02,False,,
U00826,simplified_booking_flow,treatment,2024-09-24,False,,
U00827,simplified_booking_flow,control,2024-09-07,False,,
U00828,simplified_booking_flow,treatment,2025-03-05,False,,
U00829,simplified_booking_flow,treatment,2024-11-20,False,,
U00830,simplified_booking_flow,control,2024-04-10,False,,
U00831,simplified_booking_flow,control,2025-05-03,False,,
U00832,simplified_booking_flow,control,2024-11-10,True,2024-11-10,0.0
U00833,simplified_booking_flow,control,2025-04-05,True,2025-04-16,11.0
U00834,simplified_booking_flow,treatment,2024-12-20,False,,
U00835,simplified_booking_flow,treatment,2024-08-22,False,,
U00836,simplified_booking_flow,treatment,2025-03-25,False,,
U00837,simplified_booking_flow,treatment,2024-08-13,False,,
U00838,simplified_booking_flow,treatment,2024-11-05,True,2025-02-23,110.0
U00839,simplified_booking_flow,treatment,2024-03-25,True,2024-03-29,4.0
U00840,simplified_booking_flow,control,2024-09-12,True,2025-06-12,273.0
U00841,simplified_booking_flow,treatment,2024-01-31,True,2024-08-04,186.0
U00842,simplified_booking_flow,treatment,2025-01-21,False,,
U00843,simplified_booking_flow,control,2024-03-28,False,,
U00844,simplified_booking_flow,control,2024-05-07,False,,
U00845,simplified_booking_flow,control,2024-06-01,True,2024-06-01,0.0
U00846,simplified_booking_flow,treatment,2025-05-04,False,,
U00847,simplified_booking_flow,control,2024-12-17,False,,
U00848,simplified_booking_flow,treatment,2025-03-05,False,,
U00849,simplified_booking_flow,control,2024-06-04,False,,
U00850,simplified_booking_flow,treatment,2024-08-11,True,2024-09-08,28.0
U00851,simplified_booking_flow,control,2025-02-04,False,,
U00852,simplified_booking_flow,treatment,2025-01-11,True,2025-03-09,57.0
U00853,simplified_booking_flow,treatment,2024-08-29,False,,
U00854,simplified_booking_flow,treatment,2024-03-12,False,,
U00855,simplified_booking_flow,control,2024-07-29,True,2024-10-07,70.0
U00856,simplified_booking_flow,control,2024-08-27,True,2024-12-16,111.0
U00857,simplified_booking_flow,control,2024-06-08,True,2025-03-28,293.0
U00858,simplified_booking_flow,treatment,2024-11-19,True,2025-02-13,86.0
U00859,simplified_booking_flow,control,2024-04-02,False,,
U00860,simplified_booking_flow,control,2025-04-12,False,,
U00861,simplified_booking_flow,treatment,2025-01-29,False,,
U00862,simplified_booking_flow,control,2024-01-31,True,2024-01-31,0.0
U00863,simplified_booking_flow,treatment,2025-05-10,False,,
U00864,simplified_booking_flow,treatment,2024-11-02,False,,
U00865,simplified_booking_flow,treatment,2024-12-29,True,2025-01-06,8.0
U00866,simplified_booking_flow,treatment,2025-02-15,False,,
U00867,simplified_booking_flow,control,2024-05-14,True,2024-05-14,0.0
U00868,simplified_booking_flow,treatment,2024-12-24,True,2025-03-12,78.0
U00869,simplified_booking_flow,treatment,2024-05-26,False,,
U00870,simplified_booking_flow,control,2024-06-05,True,2024-08-26,82.0
U00871,simplified_booking_flow,control,2024-11-23,False,,
U00872,simplified_booking_flow,treatment,2024-10-07,True,2024-10-26,19.0
U00873,simplified_booking_flow,treatment,2025-04-06,True,2025-04-06,0.0
U00874,simplified_booking_flow,control,2024-07-01,False,,
U00875,simplified_booking_flow,treatment,2025-01-23,False,,
U00876,simplified_booking_flow,control,2024-06-18,False,,
U00877,simplified_booking_flow,treatment,2024-03-31,False,,
U00878,simplified_booking_flow,treatment,2024-03-01,False,,
U00879,simplified_booking_flow,treatment,2024-10-04,False,,
U00880,simplified_booking_flow,treatment,2024-07-17,False,,
U00881,simplified_booking_flow,control,2024-03-06,False,,
U00882,simplified_booking_flow,control,2024-01-24,False,,
U00883,simplified_booking_flow,control,2024-03-01,False,,
U00884,simplified_booking_flow,control,2025-01-13,True,2025-01-17,4.0
U00885,simplified_booking_flow,control,2024-12-15,False,,
U00886,simplified_booking_flow,control,2025-03-11,True,2025-04-29,49.0
U00887,simplified_booking_flow,treatment,2024-06-10,False,,
U00888,simplified_booking_flow,treatment,2024-05-21,False,,
U00889,simplified_booking_flow,control,2024-09-14,False,,
U00890,simplified_booking_flow,treatment,2025-03-30,False,,
U00891,simplified_booking_flow,treatment,2024-12-31,False,,
U00892,simplified_booking_flow,treatment,2024-06-29,True,2024-07-01,2.0
U00893,simplified_booking_flow,control,2025-03-21,False,,
U00894,simplified_booking_flow,control,2024-11-20,False,,
U00895,simplified_booking_flow,control,2024-09-19,True,2024-12-04,76.0
U00896,simplified_booking_flow,control,2024-02-01,False,,
U00897,simplified_booking_flow,control,2024-09-08,False,,
U00898,simplified_booking_flow,treatment,2024-12-21,False,,
U00899,simplified_booking_flow,treatment,2024-01-25,True,2024-01-25,0.0
U00900,simplified_booking_flow,treatment,2025-01-19,False,,
U00901,simplified_booking_flow,treatment,2024-12-16,False,,
U00902,simplified_booking_flow,control,2024-04-02,False,,
U00903,simplified_booking_flow,control,2024-06-24,True,2024-07-01,7.0
U00904,simplified_booking_flow,control,2024-01-23,False,,
U00905,simplified_booking_flow,treatment,2024-04-08,False,,
U00906,simplified_booking_flow,control,2024-11-08,False,,
U00907,simplified_booking_flow,control,2025-02-14,False,,
U00908,simplified_booking_flow,treatment,2024-08-18,False,,
U00909,simplified_booking_flow,treatment,2024-08-02,False,,
U00910,simplified_booking_flow,control,2024-07-27,False,,
U00911,simplified_booking_flow,control,2024-09-12,False,,
U00912,simplified_booking_flow,control,2024-01-18,False,,
U00913,simplified_booking_flow,treatment,2024-06-20,False,,
U00914,simplified_booking_flow,treatment,2024-01-27,False,,
U00915,simplified_booking_flow,treatment,2024-12-14,False,,
U00916,simplified_booking_flow,control,2024-09-17,True,2024-10-02,15.0
U00917,simplified_booking_flow,treatment,2024-09-24,False,,
U00918,simplified_booking_flow,treatment,2024-05-16,True,2024-05-26,10.0
U00919,simplified_booking_flow,treatment,2024-09-20,False,,
U00920,simplified_booking_flow,control,2024-03-23,False,,
U00921,simplified_booking_flow,treatment,2024-05-18,True,2024-08-20,94.0
U00922,simplified_booking_flow,control,2024-12-24,False,,
U00923,simplified_booking_flow,treatment,2024-10-04,True,2024-10-18,14.0
U00924,simplified_booking_flow,control,2024-04-28,True,2024-05-03,5.0
U00925,simplified_booking_flow,treatment,2024-12-24,False,,
U00926,simplified_booking_flow,control,2025-03-31,False,,
U00927,simplified_booking_flow,control,2024-12-04,False,,
U00928,simplified_booking_flow,treatment,2024-09-09,False,,
U00929,simplified_booking_flow,treatment,2024-04-18,False,,
U00930,simplified_booking_flow,treatment,2025-01-16,False,,
U00931,simplified_booking_flow,treatment,2024-08-26,True,2025-05-06,253.0
U00932,simplified_booking_flow,treatment,2025-04-28,False,,
U00933,simplified_booking_flow,treatment,2025-02-28,False,,
U00934,simplified_booking_flow,control,2025-01-01,True,2025-05-19,138.0
U00935,simplified_booking_flow,control,2024-10-02,False,,
U00936,simplified_booking_flow,control,2024-04-07,False,,
U00937,simplified_booking_flow,treatment,2024-01-15,False,,
U00938,simplified_booking_flow,control,2025-03-29,False,,
U00939,simplified_booking_flow,control,2024-07-08,False,,
U00940,simplified_booking_flow,control,2024-02-11,True,2024-02-11,0.0
U00941,simplified_booking_flow,control,2024-09-03,False,,
U00942,simplified_booking_flow,treatment,2024-09-17,False,,
U00943,simplified_booking_flow,treatment,2024-12-22,False,,
U00944,simplified_booking_flow,treatment,2024-08-09,False,,
U00945,simplified_booking_flow,control,2024-06-12,False,,
U00946,simplified_booking_flow,treatment,2024-11-05,False,,
U00947,simplified_booking_flow,control,2025-03-23,False,,
U00948,simplified_booking_flow,treatment,2025-04-21,False,,
U00949,simplified_booking_flow,control,2024-12-18,False,,
U00950,simplified_booking_flow,treatment,2024-04-10,False,,
U00951,simplified_booking_flow,control,2025-01-07,False,,
U00952,simplified_booking_flow,treatment,2024-09-01,False,,
U00953,simplified_booking_flow,treatment,2024-11-13,False,,
U00954,simplified_booking_flow,control,2024-07-24,False,,
U00955,simplified_booking_flow,control,2025-04-17,False,,
U00956,simplified_booking_flow,treatment,2025-02-09,False,,
U00957,simplified_booking_flow,control,2024-07-22,True,2024-10-28,98.0
U00958,simplified_booking_flow,control,2024-08-14,False,,
U00959,simplified_booking_flow,control,2024-10-09,False,,
U00960,simplified_booking_flow,treatment,2024-06-19,False,,
U00961,simplified_booking_flow,control,2024-07-11,True,2024-10-14,95.0
U00962,simplified_booking_flow,control,2024-04-12,False,,
U00963,simplified_booking_flow,treatment,2024-07-02,False,,
U00964,simplified_booking_flow,treatment,2024-12-06,False,,
U00965,simplified_booking_flow,control,2024-07-14,False,,
U00966,simplified_booking_flow,control,2024-02-21,True,2024-02-21,0.0
U00967,simplified_booking_flow,treatment,2024-06-21,True,2024-06-30,9.0
U00968,simplified_booking_flow,treatment,2024-03-29,True,2024-05-01,33.0
U00969,simplified_booking_flow,treatment,2024-03-17,False,,
U00970,simplified_booking_flow,treatment,2024-02-22,False,,
U00971,simplified_booking_flow,treatment,2024-04-03,False,,
U00972,simplified_booking_flow,control,2024-03-11,False,,
U00973,simplified_booking_flow,treatment,2024-07-11,True,2024-11-09,121.0
U00974,simplified_booking_flow,treatment,2024-08-16,False,,
U00975,simplified_booking_flow,treatment,2024-01-31,False,,
U00976,simplified_booking_flow,treatment,2024-12-17,False,,
U00977,simplified_booking_flow,treatment,2024-11-22,False,,
U00978,simplified_booking_flow,control,2024-11-03,False,,
U00979,simplified_booking_flow,control,2024-01-24,True,2024-02-07,14.0
U00980,simplified_booking_flow,control,2024-05-26,False,,
U00981,simplified_booking_flow,control,2024-11-25,False,,
U00982,simplified_booking_flow,control,2024-07-08,True,2025-02-12,219.0
U00983,simplified_booking_flow,control,2025-03-03,True,2025-03-07,4.0
U00984,simplified_booking_flow,control,2024-11-17,False,,
U00985,simplified_booking_flow,treatment,2024-02-21,False,,
U00986,simplified_booking_flow,control,2024-06-03,False,,
U00987,simplified_booking_flow,control,2025-03-27,False,,
U00988,simplified_booking_flow,treatment,2024-07-30,True,2024-08-28,29.0
U00989,simplified_booking_flow,treatment,2024-11-19,True,2025-04-05,137.0
U00990,simplified_booking_flow,treatment,2024-04-13,False,,
U00991,simplified_booking_flow,control,2025-01-21,False,,
U00992,simplified_booking_flow,control,2025-02-02,False,,
U00993,simplified_booking_flow,control,2024-08-29,True,2024-10-11,43.0
U00994,simplified_booking_flow,control,2025-03-08,False,,
U00995,simplified_booking_flow,treatment,2024-04-16,False,,
U00996,simplified_booking_flow,control,2025-03-07,False,,
U00997,simplified_booking_flow,control,2024-09-01,False,,
U00998,simplified_booking_flow,control,2025-04-09,False,,
U00999,simplified_booking_flow,treatment,2024-12-13,False,,
U01000,simplified_booking_flow,treatment,2024-03-31,False,,
U01001,simplified_booking_flow,control,2024-07-21,False,,
U01002,simplified_booking_flow,control,2024-09-11,True,2024-09-11,0.0
U01003,simplified_booking_flow,treatment,2024-06-25,True,2024-06-25,0.0
U01004,simplified_booking_flow,control,2024-07-29,True,2024-09-07,40.0
U01005,simplified_booking_flow,treatment,2025-03-05,False,,
U01006,simplified_booking_flow,treatment,2025-04-06,False,,
U01007,simplified_booking_flow,treatment,2024-05-18,False,,
U01008,simplified_booking_flow,control,2024-06-17,False,,
U01009,simplified_booking_flow,control,2024-05-21,False,,
U01010,simplified_booking_flow,treatment,2025-01-01,False,,
U01011,simplified_booking_flow,control,2024-07-26,False,,
U01012,simplified_booking_flow,treatment,2024-02-29,False,,
U01013,simplified_booking_flow,treatment,2025-02-09,False,,
U01014,simplified_booking_flow,treatment,2024-03-19,False,,
U01015,simplified_booking_flow,control,2024-07-23,True,2024-07-23,0.0
U01016,simplified_booking_flow,control,2025-03-07,True,2025-03-07,0.0
U01017,simplified_booking_flow,treatment,2024-03-29,False,,
U01018,simplified_booking_flow,treatment,2024-07-10,False,,
U01019,simplified_booking_flow,control,2025-03-18,False,,
U01020,simplified_booking_flow,treatment,2024-09-10,False,,
U01021,simplified_booking_flow,treatment,2024-03-30,True,2024-07-12,104.0
U01022,simplified_booking_flow,control,2024-12-25,False,,
U01023,simplified_booking_flow,control,2024-06-29,False,,
U01024,simplified_booking_flow,treatment,2024-03-05,False,,
U01025,simplified_booking_flow,control,2025-04-30,False,,
U01026,simplified_booking_flow,control,2025-03-17,False,,
U01027,simplified_booking_flow,treatment,2024-01-13,True,2024-06-12,151.0
U01028,simplified_booking_flow,treatment,2025-04-06,False,,
U01029,simplified_booking_flow,treatment,2024-10-10,False,,
U01030,simplified_booking_flow,treatment,2024-09-11,False,,
U01031,simplified_booking_flow,control,2025-05-02,False,,
U01032,simplified_booking_flow,control,2024-05-09,False,,
U01033,simplified_booking_flow,control,2024-09-15,True,2024-10-14,29.0
U01034,simplified_booking_flow,control,2025-04-30,False,,
U01035,simplified_booking_flow,control,2024-07-17,False,,
U01036,simplified_booking_flow,control,2024-11-01,True,2025-01-16,76.0
U01037,simplified_booking_flow,treatment,2024-07-09,False,,
U01038,simplified_booking_flow,control,2024-08-01,True,2024-08-01,0.0
U01039,simplified_booking_flow,control,2024-04-12,False,,
U01040,simplified_booking_flow,treatment,2025-02-24,True,2025-06-16,112.0
U01041,simplified_booking_flow,control,2024-11-02,False,,
U01042,simplified_booking_flow,control,2024-10-03,False,,
U01043,simplified_booking_flow,treatment,2025-04-07,True,2025-05-30,53.0
U01044,simplified_booking_flow,control,2024-08-14,False,,
U01045,simplified_booking_flow,treatment,2025-01-27,True,2025-06-06,130.0
U01046,simplified_booking_flow,treatment,2024-03-04,False,,
U01047,simplified_booking_flow,treatment,2024-09-28,False,,
U01048,simplified_booking_flow,treatment,2024-02-28,False,,
U01049,simplified_booking_flow,control,2024-04-25,True,2024-05-01,6.0
U01050,simplified_booking_flow,treatment,2024-01-12,True,2024-01-17,5.0
U01051,simplified_booking_flow,control,2024-03-23,False,,
U01052,simplified_booking_flow,treatment,2025-02-03,False,,
U01053,simplified_booking_flow,control,2024-09-22,False,,
U01054,simplified_booking_flow,treatment,2025-03-29,True,2025-04-05,7.0
U01055,simplified_booking_flow,treatment,2024-10-05,False,,
U01056,simplified_booking_flow,control,2024-12-03,True,2024-12-20,17.0
U01057,simplified_booking_flow,control,2024-01-01,True,2024-06-10,161.0
U01058,simplified_booking_flow,treatment,2025-03-10,True,2025-03-29,19.0
U01059,simplified_booking_flow,treatment,2024-01-14,False,,
U01060,simplified_booking_flow,treatment,2024-10-18,False,,
U01061,simplified_booking_flow,treatment,2024-04-24,False,,
U01062,simplified_booking_flow,control,2024-03-17,False,,
U01063,simplified_booking_flow,treatment,2024-07-27,False,,
U01064,simplified_booking_flow,treatment,2024-04-15,False,,
U01065,simplified_booking_flow,treatment,2025-03-19,False,,
U01066,simplified_booking_flow,treatment,2024-07-29,True,2024-08-16,18.0
U01067,simplified_booking_flow,treatment,2025-02-16,False,,
U01068,simplified_booking_flow,control,2024-01-13,False,,
U01069,simplified_booking_flow,control,2024-02-02,False,,
U01070,simplified_booking_flow,treatment,2025-04-05,False,,
U01071,simplified_booking_flow,control,2024-07-12,True,2025-01-03,175.0
U01072,simplified_booking_flow,control,2024-08-06,False,,
U01073,simplified_booking_flow,control,2025-02-23,False,,
U01074,simplified_booking_flow,control,2024-08-02,False,,
U01075,simplified_booking_flow,control,2024-05-03,True,2024-06-25,53.0
U01076,simplified_booking_flow,control,2025-04-21,False,,
U01077,simplified_booking_flow,control,2025-03-18,False,,
U01078,simplified_booking_flow,control,2025-01-23,False,,
U01079,simplified_booking_flow,control,2024-07-27,False,,
U01080,simplified_booking_flow,control,2024-10-26,False,,
U01081,simplified_booking_flow,control,2024-02-26,False,,
U01082,simplified_booking_flow,treatment,2024-02-23,False,,
U01083,simplified_booking_flow,treatment,2024-03-12,True,2024-06-09,89.0
U01084,simplified_booking_flow,treatment,2025-04-20,False,,
U01085,simplified_booking_flow,control,2024-08-09,False,,
U01086,simplified_booking_flow,control,2024-04-10,True,2024-05-29,49.0
U01087,simplified_booking_flow,treatment,2025-04-27,False,,
U01088,simplified_booking_flow,control,2024-03-23,True,2024-03-23,0.0
U01089,simplified_booking_flow,treatment,2025-01-06,False,,
U01090,simplified_booking_flow,control,2024-07-10,True,2024-12-22,165.0
U01091,simplified_booking_flow,treatment,2024-10-15,False,,
U01092,simplified_booking_flow,treatment,2024-03-15,False,,
U01093,simplified_booking_flow,control,2024-02-18,False,,
U01094,simplified_booking_flow,control,2025-02-24,False,,
U01095,simplified_booking_flow,treatment,2024-11-03,False,,
U01096,simplified_booking_flow,control,2024-06-29,True,2024-08-31,63.0
U01097,simplified_booking_flow,treatment,2025-03-15,False,,
U01098,simplified_booking_flow,control,2024-07-19,False,,
U01099,simplified_booking_flow,treatment,2025-01-12,False,,
U01100,simplified_booking_flow,control,2024-05-05,False,,
U01101,simplified_booking_flow,control,2024-11-15,False,,
U01102,simplified_booking_flow,treatment,2024-01-19,True,2024-08-24,218.0
U01103,simplified_booking_flow,control,2024-05-11,False,,
U01104,simplified_booking_flow,control,2024-02-24,True,2024-03-13,18.0
U01105,simplified_booking_flow,control,2025-02-21,False,,
U01106,simplified_booking_flow,treatment,2024-03-13,True,2024-10-15,216.0
U01107,simplified_booking_flow,control,2024-10-20,False,,
U01108,simplified_booking_flow,treatment,2024-06-25,False,,
U01109,simplified_booking_flow,control,2024-03-26,False,,
U01110,simplified_booking_flow,treatment,2024-07-03,True,2024-07-08,5.0
U01111,simplified_booking_flow,control,2024-08-03,False,,
U01112,simplified_booking_flow,treatment,2025-01-17,False,,
U01113,simplified_booking_flow,treatment,2024-06-29,True,2024-09-10,73.0
U01114,simplified_booking_flow,treatment,2025-02-25,False,,
U01115,simplified_booking_flow,treatment,2024-05-11,False,,
U01116,simplified_booking_flow,control,2024-10-07,False,,
U01117,simplified_booking_flow,treatment,2024-01-20,False,,
U01118,simplified_booking_flow,control,2024-05-26,True,2024-05-26,0.0
U01119,simplified_booking_flow,treatment,2025-01-13,False,,
U01120,simplified_booking_flow,treatment,2025-02-19,True,2025-06-04,105.0
U01121,simplified_booking_flow,control,2025-02-21,False,,
U01122,simplified_booking_flow,treatment,2024-10-27,False,,
U01123,simplified_booking_flow,control,2025-03-04,False,,
U01124,simplified_booking_flow,treatment,2024-10-15,False,,
U01125,simplified_booking_flow,treatment,2025-05-12,True,2025-05-12,0.0
U01126,simplified_booking_flow,control,2024-02-01,False,,
U01127,simplified_booking_flow,treatment,2024-10-20,True,2024-10-28,8.0
U01128,simplified_booking_flow,treatment,2024-03-29,False,,
U01129,simplified_booking_flow,treatment,2024-01-26,False,,
U01130,simplified_booking_flow,control,2025-03-06,False,,
U01131,simplified_booking_flow,treatment,2024-02-10,True,2024-03-21,40.0
U01132,simplified_booking_flow,control,2024-01-30,True,2024-05-31,122.0
U01133,simplified_booking_flow,control,2025-03-14,False,,
U01134,simplified_booking_flow,treatment,2025-03-16,True,2025-03-16,0.0
U01135,simplified_booking_flow,control,2025-01-24,False,,
U01136,simplified_booking_flow,control,2024-02-03,False,,
U01137,simplified_booking_flow,treatment,2024-09-07,False,,
U01138,simplified_booking_flow,control,2024-09-27,False,,
U01139,simplified_booking_flow,control,2024-03-31,False,,
U01140,simplified_booking_flow,treatment,2024-09-07,False,,
U01141,simplified_booking_flow,treatment,2024-04-13,True,2024-04-13,0.0
U01142,simplified_booking_flow,treatment,2024-10-17,False,,
U01143,simplified_booking_flow,treatment,2025-05-15,True,2025-06-10,26.0
U01144,simplified_booking_flow,treatment,2024-05-14,False,,
U01145,simplified_booking_flow,treatment,2025-04-28,True,2025-04-28,0.0
U01146,simplified_booking_flow,control,2025-04-13,False,,
U01147,simplified_booking_flow,treatment,2024-07-20,False,,
U01148,simplified_booking_flow,control,2024-07-24,True,2025-05-15,295.0
U01149,simplified_booking_flow,control,2024-03-12,False,,
U01150,simplified_booking_flow,control,2024-05-05,False,,
U01151,simplified_booking_flow,control,2025-05-11,False,,
U01152,simplified_booking_flow,treatment,2024-10-28,False,,
U01153,simplified_booking_flow,control,2025-01-10,True,2025-02-21,42.0
U01154,simplified_booking_flow,control,2024-09-16,True,2025-01-06,112.0
U01155,simplified_booking_flow,treatment,2024-08-23,False,,
U01156,simplified_booking_flow,treatment,2025-01-19,True,2025-06-12,144.0
U01157,simplified_booking_flow,treatment,2024-11-07,False,,
U01158,simplified_booking_flow,control,2024-09-21,False,,
U01159,simplified_booking_flow,treatment,2024-04-16,True,2024-06-17,62.0
U01160,simplified_booking_flow,control,2024-05-25,False,,
U01161,simplified_booking_flow,treatment,2025-02-25,False,,
U01162,simplified_booking_flow,control,2024-05-15,False,,
U01163,simplified_booking_flow,treatment,2024-08-24,False,,
U01164,simplified_booking_flow,treatment,2024-03-09,True,2024-03-14,5.0
U01165,simplified_booking_flow,control,2025-05-06,True,2025-05-26,20.0
U01166,simplified_booking_flow,control,2024-11-02,False,,
U01167,simplified_booking_flow,treatment,2024-01-23,False,,
U01168,simplified_booking_flow,treatment,2024-06-21,False,,
U01169,simplified_booking_flow,treatment,2024-03-18,False,,
U01170,simplified_booking_flow,treatment,2024-04-07,True,2024-09-01,147.0
U01171,simplified_booking_flow,treatment,2025-04-14,False,,
U01172,simplified_booking_flow,treatment,2025-01-26,False,,
U01173,simplified_booking_flow,treatment,2024-06-16,True,2024-07-14,28.0
U01174,simplified_booking_flow,control,2024-01-18,False,,
U01175,simplified_booking_flow,treatment,2025-01-24,False,,
U01176,simplified_booking_flow,treatment,2024-10-31,False,,
U01177,simplified_booking_flow,treatment,2025-03-21,False,,
U01178,simplified_booking_flow,treatment,2024-04-06,True,2024-05-23,47.0
U01179,simplified_booking_flow,control,2024-10-16,False,,
U01180,simplified_booking_flow,treatment,2024-11-18,False,,
U01181,simplified_booking_flow,control,2024-01-04,False,,
U01182,simplified_booking_flow,control,2024-10-20,False,,
U01183,simplified_booking_flow,control,2025-03-25,False,,
U01184,simplified_booking_flow,treatment,2025-02-09,False,,
U01185,simplified_booking_flow,control,2024-04-29,True,2024-05-23,24.0
U01186,simplified_booking_flow,control,2025-04-14,False,,
U01187,simplified_booking_flow,control,2024-02-23,True,2024-03-26,32.0
U01188,simplified_booking_flow,control,2024-04-26,False,,
U01189,simplified_booking_flow,control,2024-11-18,True,2024-12-05,17.0
U01190,simplified_booking_flow,control,2024-08-25,False,,
U01191,simplified_booking_flow,treatment,2024-01-26,True,2024-02-12,17.0
U01192,simplified_booking_flow,control,2024-09-01,False,,
U01193,simplified_booking_flow,treatment,2024-02-06,True,2024-02-21,15.0
U01194,simplified_booking_flow,control,2025-01-06,False,,
U01195,simplified_booking_flow,control,2024-01-08,True,2024-02-22,45.0
U01196,simplified_booking_flow,control,2025-03-08,False,,
U01197,simplified_booking_flow,treatment,2024-04-15,False,,
U01198,simplified_booking_flow,treatment,2024-08-04,True,2024-11-22,110.0
U01199,simplified_booking_flow,control,2024-03-30,False,,
U01200,simplified_booking_flow,treatment,2024-08-06,False,,
U01201,simplified_booking_flow,treatment,2025-02-08,False,,
U01202,simplified_booking_flow,treatment,2025-03-21,False,,
U01203,simplified_booking_flow,control,2024-06-12,True,2024-11-19,160.0
U01204,simplified_booking_flow,treatment,2024-10-14,False,,
U01205,simplified_booking_flow,treatment,2024-11-03,False,,
U01206,simplified_booking_flow,control,2024-10-24,True,2025-05-07,195.0
U01207,simplified_booking_flow,control,2025-02-03,False,,
U01208,simplified_booking_flow,treatment,2024-08-13,True,2024-08-22,9.0
U01209,simplified_booking_flow,control,2025-02-04,False,,
U01210,simplified_booking_flow,treatment,2025-03-13,False,,
U01211,simplified_booking_flow,control,2025-02-06,False,,
U01212,simplified_booking_flow,control,2024-06-12,False,,
U01213,simplified_booking_flow,treatment,2024-04-19,False,,
U01214,simplified_booking_flow,treatment,2024-08-06,True,2024-10-14,69.0
U01215,simplified_booking_flow,control,2024-03-07,False,,
U01216,simplified_booking_flow,treatment,2024-10-30,False,,
U01217,simplified_booking_flow,control,2025-02-22,False,,
U01218,simplified_booking_flow,treatment,2024-07-02,False,,
U01219,simplified_booking_flow,treatment,2025-02-02,True,2025-02-20,18.0
U01220,simplified_booking_flow,control,2024-02-16,True,2024-03-27,40.0
U01221,simplified_booking_flow,control,2024-07-19,False,,
U01222,simplified_booking_flow,treatment,2025-03-13,False,,
U01223,simplified_booking_flow,treatment,2024-10-09,False,,
U01224,simplified_booking_flow,control,2024-09-16,False,,
U01225,simplified_booking_flow,treatment,2024-06-03,False,,
U01226,simplified_booking_flow,control,2024-05-29,False,,
U01227,simplified_booking_flow,control,2024-11-24,False,,
U01228,simplified_booking_flow,control,2024-02-01,False,,
U01229,simplified_booking_flow,treatment,2024-09-03,False,,
U01230,simplified_booking_flow,control,2024-02-18,False,,
U01231,simplified_booking_flow,treatment,2024-09-07,False,,
U01232,simplified_booking_flow,control,2024-06-13,True,2024-10-10,119.0
U01233,simplified_booking_flow,treatment,2025-01-13,False,,
U01234,simplified_booking_flow,treatment,2024-03-31,False,,
U01235,simplified_booking_flow,control,2024-02-18,True,2024-03-15,26.0
U01236,simplified_booking_flow,control,2024-12-16,False,,
U01237,simplified_booking_flow,control,2025-01-17,False,,
U01238,simplified_booking_flow,treatment,2025-01-06,False,,
U01239,simplified_booking_flow,treatment,2025-01-04,False,,
U01240,simplified_booking_flow,treatment,2025-02-06,False,,
U01241,simplified_booking_flow,treatment,2024-10-15,False,,
U01242,simplified_booking_flow,control,2024-10-14,False,,
U01243,simplified_booking_flow,treatment,2024-01-02,False,,
U01244,simplified_booking_flow,treatment,2024-06-24,False,,
U01245,simplified_booking_flow,treatment,2024-05-10,False,,
U01246,simplified_booking_flow,control,2025-01-24,False,,
U01247,simplified_booking_flow,control,2024-03-11,True,2024-07-25,136.0
U01248,simplified_booking_flow,treatment,2024-09-08,False,,
U01249,simplified_booking_flow,treatment,2025-01-27,False,,
U01250,simplified_booking_flow,control,2024-06-16,True,2024-09-12,88.0
U01251,simplified_booking_flow,control,2025-03-15,False,,
U01252,simplified_booking_flow,control,2024-07-17,False,,
U01253,simplified_booking_flow,control,2025-05-04,False,,
U01254,simplified_booking_flow,treatment,2024-08-30,True,2024-09-06,7.0
U01255,simplified_booking_flow,control,2025-03-30,True,2025-03-30,0.0
U01256,simplified_booking_flow,control,2024-02-08,False,,
U01257,simplified_booking_flow,treatment,2024-02-01,False,,
U01258,simplified_booking_flow,treatment,2024-12-27,False,,
U01259,simplified_booking_flow,control,2025-01-05,False,,
U01260,simplified_booking_flow,treatment,2024-11-10,False,,
U01261,simplified_booking_flow,treatment,2025-01-02,False,,
U01262,simplified_booking_flow,control,2024-12-31,False,,
U01263,simplified_booking_flow,control,2025-02-05,False,,
U01264,simplified_booking_flow,treatment,2024-02-11,False,,
U01265,simplified_booking_flow,treatment,2025-03-28,False,,
U01266,simplified_booking_flow,treatment,2024-01-25,True,2024-03-04,39.0
U01267,simplified_booking_flow,treatment,2024-09-04,True,2024-09-05,1.0
U01268,simplified_booking_flow,control,2024-05-23,True,2024-08-12,81.0
